,Team,Decimal
193,Brighton and Hove Albion,34.7551
194,Brighton and Hove Albion,34.9184
195,Brighton and Hove Albion,35.1562
196,Brighton and Hove Albion,35.5417
197,Brighton and Hove Albion,35.625
198,Brighton and Hove Albion,35.6562
199,Brighton and Hove Albion,36.2079
200,Brighton and Hove Albion,37.5464
201,Brighton and Hove Albion,37.8557
202,Brighton and Hove Albion,37.9794
203,Burnley,0.0202
204,Burnley,2.6598
205,Burnley,3.5729
206,Burnley,5.12
207,Burnley,5.4
208,Burnley,8.1327
209,Burnley,8.6122
210,Burnley,9.3333
211,Burnley,9.375
212,Burnley,9.0417
213,Burnley,10.8367
214,Burnley,11.1959
215,Burnley,11.2784
216,Burnley,11.5361
217,Burnley,15.3918
218,Burnley,16.5758
219,Burnley,19.5102
220,Burnley,21.2143
221,Burnley,21.4082
222,Burnley,21.7347
223,Burnley,22.7604
224,Burnley,23.4898
225,Burnley,28.1212
226,Burnley,28.6162
227,Burnley,28.899
228,Burnley,30.3173
229,Burnley,31.1212
230,Burnley,31.4444
231,Burnley,32.6598
232,Burnley,33.8854
233,Burnley,33.9167
234,Burnley,34.9789
235,Burnley,36.4545
236,Burnley,37.7426
237,Chelsea,0.2842
238,Chelsea,0.4211
